Product_Name,Category,Brand,Price,Rating,Review_Text,Skin_Type,Age_Group,Purchase_Platform,Recommendation
Dior CC Cream Fire,CC Cream,Dior,1824.25,5,Lightweight and hydrating. It blends beautifully and feels premium.,Oily,25-34,Sephora,Yes
The Ordinary Face Oil Current,Face Oil,The Ordinary,865.82,5,Affordable yet effective — my skin has never looked better!,Normal,55+,Brand Website,Yes
Fenty Beauty Moisturizer World,Moisturizer,Fenty Beauty,1400.24,3,"Decent product for the price, but texture could be better.",Normal,45-54,Nykaa,No
L'Oréal Exfoliator Professional,Exfoliator,L'Oréal,3026.39,5,Affordable yet effective — my skin has never looked better!,Oily,55+,Nykaa,Yes
Estee Lauder Lip Gloss Thought,Lip Gloss,Estee Lauder,1428.42,2,Too oily and sticky for my skin type.,Oily,18-24,Tira Beauty,No
Charlotte Tilbury Moisturizer Show,Moisturizer,Charlotte Tilbury,1932.03,2,Too oily and sticky for my skin type.,Dry,18-24,Myntra,No
Estee Lauder Bronzer Money,Bronzer,Estee Lauder,1550.06,1,Didn’t work for my skin at all. Caused mild irritation.,Combination,55+,Nykaa,No
L'Oréal Exfoliator Medical,Exfoliator,L'Oréal,1681.69,3,Average product — didn’t see a huge difference.,Combination,35-44,Myntra,No
Huda Beauty Serum Everyone,Serum,Huda Beauty,3477.11,1,Not worth the hype. I regret buying it.,Combination,55+,Sephora,No
Minimalist Sheet Mask Just,Sheet Mask,Minimalist,2137.46,1,Made my skin break out. Wouldn’t recommend.,Dry,55+,Myntra,No
The Ordinary Face Oil Head,Face Oil,The Ordinary,3084.73,2,Didn’t work for my skin at all. Caused mild irritation.,Oily,25-34,Tira Beauty,No
Kylie Cosmetics Toner Teach,Toner,Kylie Cosmetics,558.4,4,Does exactly what it claims. My go-to product now!,Oily,55+,Sephora,Yes
Colorbar Exfoliator Also,Exfoliator,Colorbar,2995.49,5,One of the best products I’ve tried! Totally satisfied.,Normal,35-44,Brand Website,Yes
Huda Beauty BB Cream Yard,BB Cream,Huda Beauty,1457.95,2,Made my skin break out. Wouldn’t recommend.,Normal,18-24,Amazon,No
L'Oréal Lip Gloss Knowledge,Lip Gloss,L'Oréal,619.75,1,Too oily and sticky for my skin type.,Normal,25-34,Sephora,No
MAC CC Cream Positive,CC Cream,MAC,3125.92,1,Not worth the hype. I regret buying it.,Dry,55+,Nykaa,No
Rare Beauty Color Corrector Citizen,Color Corrector,Rare Beauty,1339.92,4,One of the best products I’ve tried! Totally satisfied.,Dry,55+,Amazon,Yes
Minimalist Cleanser Main,Cleanser,Minimalist,849.26,3,Average product — didn’t see a huge difference.,Sensitive,25-34,Amazon,No
The Ordinary BB Cream Task,BB Cream,The Ordinary,506.38,4,Perfect for my skin type. I can already see a glow after a few uses.,Oily,55+,Sephora,Yes
Kylie Cosmetics Cleanser Parent,Cleanser,Kylie Cosmetics,1822.5,1,Made my skin break out. Wouldn’t recommend.,Normal,18-24,Nykaa,No
Lakme Sunscreen Front,Sunscreen,Lakme,1904.75,1,Made my skin break out. Wouldn’t recommend.,Sensitive,18-24,Amazon,No
The Ordinary Sheet Mask Charge,Sheet Mask,The Ordinary,884.49,1,Too oily and sticky for my skin type.,Dry,55+,Tira Beauty,No
Rare Beauty Toner Charge,Toner,Rare Beauty,1111.38,4,Affordable yet effective — my skin has never looked better!,Combination,18-24,Tira Beauty,Yes
Clinique BB Cream Often,BB Cream,Clinique,1944.42,3,"It’s okay, not bad but not great either.",Dry,35-44,Sephora,No
Rare Beauty CC Cream Long,CC Cream,Rare Beauty,2447.14,5,Does exactly what it claims. My go-to product now!,Oily,18-24,Sephora,Yes
The Ordinary Lipstick Contain,Lipstick,The Ordinary,2210.4,1,Too oily and sticky for my skin type.,Dry,45-54,Brand Website,No
Kylie Cosmetics Lip Gloss Low,Lip Gloss,Kylie Cosmetics,2300.92,3,"Works fine, but I’ve used better alternatives.",Sensitive,25-34,Myntra,No
Estee Lauder Lip Gloss Fly,Lip Gloss,Estee Lauder,2174.19,3,"Works fine, but I’ve used better alternatives.",Sensitive,18-24,Amazon,No
MAC Blush Up,Blush,MAC,244.29,3,"Works fine, but I’ve used better alternatives.",Sensitive,35-44,Brand Website,No
Rare Beauty Clay Mask Sit,Clay Mask,Rare Beauty,636.83,2,Totally disappointed. Waste of money.,Combination,25-34,Flipkart,No
Dior Color Corrector Military,Color Corrector,Dior,1708.67,3,"Works fine, but I’ve used better alternatives.",Sensitive,55+,Tira Beauty,No
Huda Beauty Clay Mask Choice,Clay Mask,Huda Beauty,1228.72,2,Smells weird and the texture feels heavy.,Sensitive,35-44,Nykaa,No
The Ordinary Serum Although,Serum,The Ordinary,887.18,3,"Decent product for the price, but texture could be better.",Dry,35-44,Sephora,No
L'Oréal Moisturizer Important,Moisturizer,L'Oréal,457.73,4,Absolutely love this product! My skin feels so smooth and radiant.,Dry,25-34,Nykaa,Yes
Rare Beauty Bronzer Whom,Bronzer,Rare Beauty,565.07,3,"Decent product for the price, but texture could be better.",Sensitive,25-34,Myntra,No
Lakme Lipstick Agent,Lipstick,Lakme,3218.46,4,One of the best products I’ve tried! Totally satisfied.,Oily,18-24,Sephora,Yes
Maybelline CC Cream Citizen,CC Cream,Maybelline,2326.52,5,Smells amazing and the packaging is super cute. Highly recommend!,Oily,35-44,Nykaa,Yes
Charlotte Tilbury Blush Hold,Blush,Charlotte Tilbury,1934.62,4,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,25-34,Amazon,Yes
MAC Cleanser Position,Cleanser,MAC,2589.46,1,Not worth the hype. I regret buying it.,Sensitive,35-44,Flipkart,No
Maybelline Foundation Reflect,Foundation,Maybelline,2922.53,1,Too oily and sticky for my skin type.,Combination,55+,Sephora,No
Charlotte Tilbury Clay Mask The,Clay Mask,Charlotte Tilbury,348.59,1,Totally disappointed. Waste of money.,Combination,45-54,Flipkart,No
Estee Lauder Color Corrector Less,Color Corrector,Estee Lauder,615.28,4,Great texture and long-lasting effect — definitely worth the price!,Normal,45-54,Sephora,Yes
L'Oréal Exfoliator Parent,Exfoliator,L'Oréal,1582.21,3,"It’s okay, not bad but not great either.",Combination,35-44,Tira Beauty,No
Lakme Exfoliator Beautiful,Exfoliator,Lakme,2354.98,5,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,45-54,Amazon,Yes
Charlotte Tilbury Lipstick Yet,Lipstick,Charlotte Tilbury,1807.71,3,Takes time to show results. Not sure if I’d repurchase.,Combination,45-54,Amazon,No
Charlotte Tilbury Sheet Mask Officer,Sheet Mask,Charlotte Tilbury,2947.38,1,Not worth the hype. I regret buying it.,Dry,55+,Sephora,No
Estee Lauder Lipstick Bad,Lipstick,Estee Lauder,563.98,1,Made my skin break out. Wouldn’t recommend.,Oily,18-24,Nykaa,No
Colorbar Highlighter Let,Highlighter,Colorbar,1540.42,4,One of the best products I’ve tried! Totally satisfied.,Normal,25-34,Tira Beauty,Yes
Dior Exfoliator Radio,Exfoliator,Dior,1921.81,1,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,35-44,Sephora,No
Huda Beauty Face Oil Notice,Face Oil,Huda Beauty,3089.17,1,Too oily and sticky for my skin type.,Dry,35-44,Amazon,No
L'Oréal Blush Easy,Blush,L'Oréal,2237.47,2,Made my skin break out. Wouldn’t recommend.,Sensitive,18-24,Myntra,No
L'Oréal Countour Hundred,Countour,L'Oréal,625.95,1,Smells weird and the texture feels heavy.,Sensitive,25-34,Amazon,No
Kylie Cosmetics Blush Education,Blush,Kylie Cosmetics,1683.59,2,Not worth the hype. I regret buying it.,Combination,35-44,Flipkart,No
Kylie Cosmetics Foundation Bed,Foundation,Kylie Cosmetics,2931.76,5,Smells amazing and the packaging is super cute. Highly recommend!,Oily,55+,Amazon,Yes
Dior Lip Gloss Book,Lip Gloss,Dior,1738.08,5,Does exactly what it claims. My go-to product now!,Dry,45-54,Amazon,Yes
Colorbar Cleanser Car,Cleanser,Colorbar,2363.22,3,"Works fine, but I’ve used better alternatives.",Dry,35-44,Flipkart,No
Maybelline Lip Gloss Church,Lip Gloss,Maybelline,1754.35,5,Absolutely love this product! My skin feels so smooth and radiant.,Dry,18-24,Sephora,Yes
L'Oréal Sheet Mask Voice,Sheet Mask,L'Oréal,551.31,2,Didn’t work for my skin at all. Caused mild irritation.,Dry,45-54,Myntra,No
Huda Beauty Face Oil Enough,Face Oil,Huda Beauty,299.51,2,Didn’t work for my skin at all. Caused mild irritation.,Oily,25-34,Amazon,No
Maybelline Lipstick Protect,Lipstick,Maybelline,1103.95,4,Perfect for my skin type. I can already see a glow after a few uses.,Oily,35-44,Myntra,Yes
Maybelline Cleanser Price,Cleanser,Maybelline,1719.24,2,Smells weird and the texture feels heavy.,Dry,25-34,Amazon,No
Minimalist Highlighter Down,Highlighter,Minimalist,1660.83,1,Smells weird and the texture feels heavy.,Combination,25-34,Nykaa,No
The Ordinary CC Cream Three,CC Cream,The Ordinary,1349.58,5,Lightweight and hydrating. It blends beautifully and feels premium.,Dry,55+,Tira Beauty,Yes
Fenty Beauty Face Oil Fear,Face Oil,Fenty Beauty,2169.95,5,Absolutely love this product! My skin feels so smooth and radiant.,Normal,18-24,Tira Beauty,Yes
Huda Beauty Serum Fear,Serum,Huda Beauty,2987.07,1,Didn’t work for my skin at all. Caused mild irritation.,Combination,25-34,Amazon,No
MAC Lipstick American,Lipstick,MAC,2100.89,5,Does exactly what it claims. My go-to product now!,Sensitive,18-24,Flipkart,Yes
Colorbar Bronzer Quite,Bronzer,Colorbar,1455.46,2,Made my skin break out. Wouldn’t recommend.,Combination,35-44,Myntra,No
Huda Beauty Serum Finish,Serum,Huda Beauty,464.76,4,Absolutely love this product! My skin feels so smooth and radiant.,Normal,45-54,Flipkart,Yes
The Ordinary Toner Prevent,Toner,The Ordinary,1168.53,1,Didn’t work for my skin at all. Caused mild irritation.,Normal,45-54,Amazon,No
Chanel Lipstick Tell,Lipstick,Chanel,2888.14,2,Too oily and sticky for my skin type.,Oily,25-34,Tira Beauty,No
Chanel Toner Soon,Toner,Chanel,2165.47,3,"Works fine, but I’ve used better alternatives.",Oily,35-44,Nykaa,No
Minimalist Moisturizer Customer,Moisturizer,Minimalist,2620.51,4,Smells amazing and the packaging is super cute. Highly recommend!,Oily,18-24,Sephora,Yes
The Ordinary Highlighter But,Highlighter,The Ordinary,2445.7,3,"Works fine, but I’ve used better alternatives.",Normal,45-54,Tira Beauty,No
Charlotte Tilbury Foundation Remain,Foundation,Charlotte Tilbury,866.19,1,Made my skin break out. Wouldn’t recommend.,Normal,55+,Myntra,No
Minimalist BB Cream Hot,BB Cream,Minimalist,2479.97,4,One of the best products I’ve tried! Totally satisfied.,Normal,18-24,Nykaa,Yes
Minimalist Foundation Idea,Foundation,Minimalist,2674.97,2,Smells weird and the texture feels heavy.,Sensitive,55+,Sephora,No
MAC Sunscreen Many,Sunscreen,MAC,466.89,4,Lightweight and hydrating. It blends beautifully and feels premium.,Oily,45-54,Brand Website,Yes
The Ordinary Highlighter Those,Highlighter,The Ordinary,2774.77,1,Didn’t work for my skin at all. Caused mild irritation.,Dry,55+,Tira Beauty,No
The Ordinary Lipstick This,Lipstick,The Ordinary,1762.63,4,Affordable yet effective — my skin has never looked better!,Oily,45-54,Nykaa,Yes
Fenty Beauty Moisturizer Statement,Moisturizer,Fenty Beauty,2382.91,1,Didn’t work for my skin at all. Caused mild irritation.,Normal,25-34,Sephora,No
Minimalist Bronzer Improve,Bronzer,Minimalist,1350.88,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,45-54,Brand Website,No
L'Oréal Sheet Mask Trade,Sheet Mask,L'Oréal,2635.88,3,Average product — didn’t see a huge difference.,Combination,45-54,Nykaa,No
Maybelline BB Cream Affect,BB Cream,Maybelline,967.0,2,Totally disappointed. Waste of money.,Oily,55+,Sephora,No
Kylie Cosmetics BB Cream Seat,BB Cream,Kylie Cosmetics,647.02,4,Does exactly what it claims. My go-to product now!,Dry,45-54,Brand Website,Yes
Maybelline Color Corrector Tonight,Color Corrector,Maybelline,1111.84,3,"It’s okay, not bad but not great either.",Dry,18-24,Amazon,No
Chanel Countour Central,Countour,Chanel,2344.6,1,Totally disappointed. Waste of money.,Combination,55+,Sephora,No
Minimalist Bronzer Best,Bronzer,Minimalist,586.86,2,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,35-44,Tira Beauty,No
Huda Beauty Sunscreen Whom,Sunscreen,Huda Beauty,2154.69,5,Affordable yet effective — my skin has never looked better!,Dry,55+,Myntra,Yes
MAC Foundation General,Foundation,MAC,1444.15,2,Made my skin break out. Wouldn’t recommend.,Dry,45-54,Nykaa,No
Maybelline Face Oil Force,Face Oil,Maybelline,1722.94,1,Smells weird and the texture feels heavy.,Normal,55+,Flipkart,No
Kylie Cosmetics BB Cream Fly,BB Cream,Kylie Cosmetics,3294.66,3,Takes time to show results. Not sure if I’d repurchase.,Normal,18-24,Myntra,No
Maybelline Blush Heavy,Blush,Maybelline,686.34,1,Made my skin break out. Wouldn’t recommend.,Oily,55+,Tira Beauty,No
L'Oréal Moisturizer Rule,Moisturizer,L'Oréal,2908.12,4,Does exactly what it claims. My go-to product now!,Combination,18-24,Myntra,Yes
Dior Exfoliator Garden,Exfoliator,Dior,1192.92,5,One of the best products I’ve tried! Totally satisfied.,Dry,35-44,Myntra,Yes
Colorbar Sheet Mask Task,Sheet Mask,Colorbar,2709.38,2,Totally disappointed. Waste of money.,Normal,45-54,Myntra,No
Huda Beauty Color Corrector Lead,Color Corrector,Huda Beauty,838.55,3,"Decent product for the price, but texture could be better.",Sensitive,35-44,Nykaa,No
Lakme Sunscreen Small,Sunscreen,Lakme,2149.07,4,One of the best products I’ve tried! Totally satisfied.,Dry,25-34,Tira Beauty,Yes
Minimalist Countour Option,Countour,Minimalist,1045.1,1,Made my skin break out. Wouldn’t recommend.,Normal,35-44,Myntra,No
Charlotte Tilbury Clay Mask Stop,Clay Mask,Charlotte Tilbury,2349.19,3,"It’s okay, not bad but not great either.",Dry,25-34,Nykaa,No
Charlotte Tilbury Face Oil Condition,Face Oil,Charlotte Tilbury,2966.81,3,"It’s okay, not bad but not great either.",Sensitive,55+,Myntra,No
Dior CC Cream We,CC Cream,Dior,3269.96,3,Takes time to show results. Not sure if I’d repurchase.,Normal,45-54,Flipkart,No
Charlotte Tilbury Foundation Detail,Foundation,Charlotte Tilbury,2315.57,3,"Decent product for the price, but texture could be better.",Normal,18-24,Brand Website,No
MAC Toner Study,Toner,MAC,3225.41,5,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,55+,Amazon,Yes
Clinique Sunscreen Item,Sunscreen,Clinique,1091.9,2,Not worth the hype. I regret buying it.,Oily,25-34,Sephora,No
Lakme Sheet Mask Tell,Sheet Mask,Lakme,2382.29,1,Didn’t work for my skin at all. Caused mild irritation.,Dry,55+,Amazon,No
Chanel Cleanser Stay,Cleanser,Chanel,2831.24,1,Made my skin break out. Wouldn’t recommend.,Dry,25-34,Amazon,No
Rare Beauty Highlighter Boy,Highlighter,Rare Beauty,251.89,4,One of the best products I’ve tried! Totally satisfied.,Oily,55+,Flipkart,Yes
Minimalist Bronzer Low,Bronzer,Minimalist,2017.35,3,Average product — didn’t see a huge difference.,Normal,25-34,Nykaa,No
Clinique Toner Impact,Toner,Clinique,2498.55,2,Totally disappointed. Waste of money.,Oily,25-34,Tira Beauty,No
The Ordinary BB Cream Site,BB Cream,The Ordinary,2737.06,2,Didn’t work for my skin at all. Caused mild irritation.,Sensitive,45-54,Sephora,No
L'Oréal Countour Claim,Countour,L'Oréal,3144.0,2,Smells weird and the texture feels heavy.,Sensitive,25-34,Myntra,No
Rare Beauty Lipstick Test,Lipstick,Rare Beauty,3201.15,1,Made my skin break out. Wouldn’t recommend.,Combination,35-44,Brand Website,No
Rare Beauty Countour On,Countour,Rare Beauty,3338.12,3,Average product — didn’t see a huge difference.,Sensitive,25-34,Amazon,No
Dior Clay Mask Question,Clay Mask,Dior,2214.59,3,Average product — didn’t see a huge difference.,Combination,55+,Sephora,No
Chanel Exfoliator Next,Exfoliator,Chanel,1001.83,3,"Works fine, but I’ve used better alternatives.",Dry,45-54,Sephora,No
Kylie Cosmetics Serum News,Serum,Kylie Cosmetics,259.62,1,Didn’t work for my skin at all. Caused mild irritation.,Oily,55+,Flipkart,No
Minimalist CC Cream Dream,CC Cream,Minimalist,3162.55,5,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,18-24,Tira Beauty,Yes
Fenty Beauty Blush You,Blush,Fenty Beauty,1708.99,1,Too oily and sticky for my skin type.,Oily,45-54,Myntra,No
Estee Lauder Serum Effort,Serum,Estee Lauder,2197.77,2,Too oily and sticky for my skin type.,Normal,25-34,Tira Beauty,No
Estee Lauder Countour Expect,Countour,Estee Lauder,913.11,3,Takes time to show results. Not sure if I’d repurchase.,Dry,45-54,Flipkart,No
Kylie Cosmetics Face Oil Anyone,Face Oil,Kylie Cosmetics,294.2,4,Lightweight and hydrating. It blends beautifully and feels premium.,Sensitive,55+,Flipkart,Yes
Chanel Lip Gloss Mind,Lip Gloss,Chanel,1076.93,3,"It’s okay, not bad but not great either.",Combination,55+,Amazon,No
Colorbar Cleanser Wife,Cleanser,Colorbar,387.52,5,Great texture and long-lasting effect — definitely worth the price!,Oily,55+,Flipkart,Yes
Fenty Beauty Clay Mask Letter,Clay Mask,Fenty Beauty,2313.71,4,Affordable yet effective — my skin has never looked better!,Oily,55+,Amazon,Yes
The Ordinary Toner Better,Toner,The Ordinary,1284.36,2,Too oily and sticky for my skin type.,Combination,25-34,Amazon,No
Maybelline Foundation Will,Foundation,Maybelline,3470.72,5,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,35-44,Flipkart,Yes
Charlotte Tilbury Foundation Open,Foundation,Charlotte Tilbury,2463.26,5,Affordable yet effective — my skin has never looked better!,Oily,18-24,Myntra,Yes
Fenty Beauty Lip Gloss Ask,Lip Gloss,Fenty Beauty,2706.58,2,Too oily and sticky for my skin type.,Normal,45-54,Tira Beauty,No
MAC Moisturizer Technology,Moisturizer,MAC,3179.01,1,Too oily and sticky for my skin type.,Combination,25-34,Nykaa,No
Minimalist Sunscreen Life,Sunscreen,Minimalist,1075.37,5,Great texture and long-lasting effect — definitely worth the price!,Normal,55+,Nykaa,Yes
The Ordinary Countour Will,Countour,The Ordinary,533.13,3,"Decent product for the price, but texture could be better.",Dry,55+,Tira Beauty,No
Clinique Cleanser Hotel,Cleanser,Clinique,3410.47,2,Totally disappointed. Waste of money.,Normal,18-24,Brand Website,No
Kylie Cosmetics Foundation Manager,Foundation,Kylie Cosmetics,1018.67,4,Absolutely love this product! My skin feels so smooth and radiant.,Combination,18-24,Sephora,Yes
Maybelline Toner Gas,Toner,Maybelline,455.59,2,Too oily and sticky for my skin type.,Oily,55+,Nykaa,No
Minimalist Countour Factor,Countour,Minimalist,1963.81,1,Smells weird and the texture feels heavy.,Dry,35-44,Brand Website,No
Charlotte Tilbury Serum Him,Serum,Charlotte Tilbury,2368.33,1,Not worth the hype. I regret buying it.,Dry,55+,Tira Beauty,No
The Ordinary Color Corrector Purpose,Color Corrector,The Ordinary,1106.4,2,Didn’t work for my skin at all. Caused mild irritation.,Oily,18-24,Myntra,No
Lakme Bronzer Their,Bronzer,Lakme,2490.42,5,Smells amazing and the packaging is super cute. Highly recommend!,Normal,35-44,Brand Website,Yes
Clinique Color Corrector Watch,Color Corrector,Clinique,3367.56,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,45-54,Brand Website,No
Dior Moisturizer Break,Moisturizer,Dior,3330.68,5,Perfect for my skin type. I can already see a glow after a few uses.,Sensitive,45-54,Amazon,Yes
Maybelline Face Oil Field,Face Oil,Maybelline,2449.8,1,Too oily and sticky for my skin type.,Dry,18-24,Sephora,No
Clinique Lipstick Another,Lipstick,Clinique,1728.0,2,Too oily and sticky for my skin type.,Dry,18-24,Nykaa,No
Rare Beauty Countour Now,Countour,Rare Beauty,862.9,2,Too oily and sticky for my skin type.,Sensitive,55+,Tira Beauty,No
Lakme Sheet Mask Music,Sheet Mask,Lakme,1029.36,3,Takes time to show results. Not sure if I’d repurchase.,Sensitive,55+,Myntra,No
Lakme Clay Mask Cell,Clay Mask,Lakme,2733.49,4,Perfect for my skin type. I can already see a glow after a few uses.,Dry,35-44,Amazon,Yes
Huda Beauty Lipstick Bag,Lipstick,Huda Beauty,2363.27,2,Not worth the hype. I regret buying it.,Normal,18-24,Sephora,No
L'Oréal Moisturizer Generation,Moisturizer,L'Oréal,1542.5,4,Perfect for my skin type. I can already see a glow after a few uses.,Sensitive,18-24,Flipkart,Yes
Maybelline Sunscreen Part,Sunscreen,Maybelline,1315.36,1,Smells weird and the texture feels heavy.,Combination,18-24,Amazon,No
Chanel Sheet Mask Pretty,Sheet Mask,Chanel,265.53,5,Smells amazing and the packaging is super cute. Highly recommend!,Normal,45-54,Brand Website,Yes
Chanel Exfoliator Second,Exfoliator,Chanel,1504.24,4,Does exactly what it claims. My go-to product now!,Combination,55+,Nykaa,Yes
Charlotte Tilbury Moisturizer Respond,Moisturizer,Charlotte Tilbury,2935.35,4,One of the best products I’ve tried! Totally satisfied.,Combination,25-34,Sephora,Yes
The Ordinary Sheet Mask Discuss,Sheet Mask,The Ordinary,1903.71,2,Smells weird and the texture feels heavy.,Oily,18-24,Sephora,No
The Ordinary Serum Answer,Serum,The Ordinary,2643.31,3,Takes time to show results. Not sure if I’d repurchase.,Normal,55+,Flipkart,No
Lakme Cleanser Road,Cleanser,Lakme,620.4,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,45-54,Sephora,Yes
Lakme Bronzer Instead,Bronzer,Lakme,1855.15,4,Perfect for my skin type. I can already see a glow after a few uses.,Oily,45-54,Nykaa,Yes
Clinique Blush Wonder,Blush,Clinique,3002.58,4,Great texture and long-lasting effect — definitely worth the price!,Dry,35-44,Amazon,Yes
Huda Beauty Blush Option,Blush,Huda Beauty,210.43,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,35-44,Tira Beauty,Yes
Charlotte Tilbury Exfoliator Movie,Exfoliator,Charlotte Tilbury,1962.16,4,Affordable yet effective — my skin has never looked better!,Oily,18-24,Amazon,Yes
Chanel BB Cream Doctor,BB Cream,Chanel,235.76,2,Didn’t work for my skin at all. Caused mild irritation.,Oily,45-54,Nykaa,No
L'Oréal Toner Across,Toner,L'Oréal,346.86,5,Great texture and long-lasting effect — definitely worth the price!,Oily,35-44,Nykaa,Yes
Huda Beauty Exfoliator Day,Exfoliator,Huda Beauty,620.35,4,Smells amazing and the packaging is super cute. Highly recommend!,Oily,45-54,Flipkart,Yes
Charlotte Tilbury Serum Cover,Serum,Charlotte Tilbury,2138.07,3,"Works fine, but I’ve used better alternatives.",Oily,55+,Amazon,No
Fenty Beauty CC Cream Behavior,CC Cream,Fenty Beauty,2867.8,3,"It’s okay, not bad but not great either.",Sensitive,55+,Flipkart,No
Chanel Lipstick Clearly,Lipstick,Chanel,2457.84,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,25-34,Nykaa,Yes
L'Oréal Clay Mask Girl,Clay Mask,L'Oréal,3215.64,5,Smells amazing and the packaging is super cute. Highly recommend!,Combination,35-44,Flipkart,Yes
Clinique Countour Eat,Countour,Clinique,2744.95,5,Affordable yet effective — my skin has never looked better!,Oily,25-34,Tira Beauty,Yes
Estee Lauder Sunscreen Mr,Sunscreen,Estee Lauder,3016.9,4,Affordable yet effective — my skin has never looked better!,Normal,25-34,Tira Beauty,Yes
L'Oréal Toner Change,Toner,L'Oréal,715.83,5,Lightweight and hydrating. It blends beautifully and feels premium.,Combination,25-34,Brand Website,Yes
Fenty Beauty Cleanser Could,Cleanser,Fenty Beauty,1576.78,5,Does exactly what it claims. My go-to product now!,Sensitive,55+,Myntra,Yes
Fenty Beauty Blush Student,Blush,Fenty Beauty,2202.41,3,"It’s okay, not bad but not great either.",Dry,18-24,Nykaa,No
Minimalist Lipstick Interview,Lipstick,Minimalist,381.86,1,Too oily and sticky for my skin type.,Dry,35-44,Sephora,No
Minimalist Face Oil Hair,Face Oil,Minimalist,2941.99,3,"Works fine, but I’ve used better alternatives.",Oily,25-34,Nykaa,No
Charlotte Tilbury Serum Information,Serum,Charlotte Tilbury,2111.13,4,Smells amazing and the packaging is super cute. Highly recommend!,Sensitive,25-34,Nykaa,Yes
Dior Lipstick Major,Lipstick,Dior,3036.93,2,Totally disappointed. Waste of money.,Sensitive,35-44,Sephora,No
Chanel Serum Staff,Serum,Chanel,466.6,2,Too oily and sticky for my skin type.,Dry,55+,Tira Beauty,No
Kylie Cosmetics Clay Mask World,Clay Mask,Kylie Cosmetics,833.09,1,Didn’t work for my skin at all. Caused mild irritation.,Oily,55+,Flipkart,No
Lakme Exfoliator Here,Exfoliator,Lakme,2460.93,3,Average product — didn’t see a huge difference.,Normal,25-34,Sephora,No
MAC Clay Mask Prove,Clay Mask,MAC,1812.19,3,Takes time to show results. Not sure if I’d repurchase.,Oily,35-44,Amazon,No
Rare Beauty Moisturizer Work,Moisturizer,Rare Beauty,3355.37,5,Perfect for my skin type. I can already see a glow after a few uses.,Oily,55+,Sephora,Yes
MAC Lip Gloss Attention,Lip Gloss,MAC,297.51,5,Lightweight and hydrating. It blends beautifully and feels premium.,Sensitive,35-44,Amazon,Yes
Kylie Cosmetics Lip Gloss Direction,Lip Gloss,Kylie Cosmetics,2213.76,3,Takes time to show results. Not sure if I’d repurchase.,Combination,55+,Sephora,No
L'Oréal Clay Mask Can,Clay Mask,L'Oréal,1149.24,1,Totally disappointed. Waste of money.,Oily,35-44,Flipkart,No
L'Oréal CC Cream Skill,CC Cream,L'Oréal,2418.59,2,Totally disappointed. Waste of money.,Combination,25-34,Tira Beauty,No
Estee Lauder Clay Mask Article,Clay Mask,Estee Lauder,275.06,5,Lightweight and hydrating. It blends beautifully and feels premium.,Dry,25-34,Sephora,Yes
Huda Beauty Lip Gloss Approach,Lip Gloss,Huda Beauty,1365.46,1,Smells weird and the texture feels heavy.,Combination,25-34,Tira Beauty,No
Clinique Lip Gloss Around,Lip Gloss,Clinique,1370.15,4,Lightweight and hydrating. It blends beautifully and feels premium.,Sensitive,55+,Brand Website,Yes
L'Oréal BB Cream Policy,BB Cream,L'Oréal,960.89,2,Didn’t work for my skin at all. Caused mild irritation.,Dry,45-54,Amazon,No
Kylie Cosmetics Clay Mask None,Clay Mask,Kylie Cosmetics,1764.13,3,Takes time to show results. Not sure if I’d repurchase.,Combination,55+,Myntra,No
MAC Foundation Military,Foundation,MAC,2092.67,5,Lightweight and hydrating. It blends beautifully and feels premium.,Normal,55+,Sephora,Yes
Lakme Sheet Mask Population,Sheet Mask,Lakme,1616.79,5,One of the best products I’ve tried! Totally satisfied.,Sensitive,55+,Amazon,Yes
Lakme Color Corrector Him,Color Corrector,Lakme,832.71,1,Not worth the hype. I regret buying it.,Normal,25-34,Myntra,No
Estee Lauder Face Oil Little,Face Oil,Estee Lauder,1409.17,4,Lightweight and hydrating. It blends beautifully and feels premium.,Sensitive,45-54,Brand Website,Yes
Charlotte Tilbury Foundation Author,Foundation,Charlotte Tilbury,3392.92,2,Made my skin break out. Wouldn’t recommend.,Dry,35-44,Sephora,No
Fenty Beauty Bronzer Woman,Bronzer,Fenty Beauty,3432.9,5,Great texture and long-lasting effect — definitely worth the price!,Combination,18-24,Nykaa,Yes
Chanel Color Corrector Door,Color Corrector,Chanel,1630.13,3,Takes time to show results. Not sure if I’d repurchase.,Combination,55+,Brand Website,No
The Ordinary Countour Kid,Countour,The Ordinary,3353.96,1,Totally disappointed. Waste of money.,Oily,35-44,Brand Website,No
Lakme Blush American,Blush,Lakme,2177.24,2,Totally disappointed. Waste of money.,Dry,35-44,Nykaa,No
